Watching for file changes with StatReloader
[15/Jun/2026 19:58:33] "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
[15/Jun/2026 19:58:33] "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
[15/Jun/2026 19:58:33] "GET /static/admin/js/theme.js HTTP/1.1" 304 0
[15/Jun/2026 19:58:33] "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
[15/Jun/2026 19:58:33] "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 304 0
[15/Jun/2026 19:58:33] "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 304 0
[15/Jun/2026 19:58:33] "GET /static/admin/img/icon-deletelink.svg HTTP/1.1" 304 0
[15/Jun/2026 19:58:34] "GET /static/admin/css/dashboard.css HTTP/1.1" 200 441
[15/Jun/2026 19:58:37] "GET /admin/core/banner/ HTTP/1.1" 200 25138
[15/Jun/2026 19:58:37] "GET /static/admin/css/forms.css HTTP/1.1" 304 0
[15/Jun/2026 19:58:37] "GET /static/admin/css/changelists.css HTTP/1.1" 304 0
[15/Jun/2026 19:58:37] "GET /static/admin/js/core.js HTTP/1.1" 304 0
[15/Jun/2026 19:58:37] "GET /static/admin/js/jquery.init.js HTTP/1.1" 304 0
[15/Jun/2026 19:58:37] "GET /static/admin/js/actions.js HTTP/1.1" 304 0
[15/Jun/2026 19:58:37] "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 304 0
[15/Jun/2026 19:58:37] "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 304 0
[15/Jun/2026 19:58:37] "GET /static/admin/js/prepopulate.js HTTP/1.1" 304 0
[15/Jun/2026 19:58:37] "GET /static/admin/css/widgets.css HTTP/1.1" 304 0
[15/Jun/2026 19:58:37] "GET /static/admin/js/urlify.js HTTP/1.1" 304 0
[15/Jun/2026 19:58:37] "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 304 0
[15/Jun/2026 19:58:37] "GET /admin/jsi18n/ HTTP/1.1" 200 8710
[15/Jun/2026 19:58:37] "GET /static/admin/js/filters.js HTTP/1.1" 304 0
[15/Jun/2026 19:58:37] "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 304 0
[15/Jun/2026 19:58:37] "GET /static/admin/img/sorting-icons.svg HTTP/1.1" 304 0
[15/Jun/2026 19:58:37] "GET /static/admin/img/icon-viewlink.svg HTTP/1.1" 304 0
[15/Jun/2026 19:58:39] "GET /admin/core/banner/1/change/ HTTP/1.1" 200 38267
[15/Jun/2026 19:58:39] "GET /static/admin/js/prepopulate_init.js HTTP/1.1" 304 0
[15/Jun/2026 19:58:39] "GET /admin/jsi18n/ HTTP/1.1" 200 8710
[15/Jun/2026 19:58:39] "GET /static/admin/js/change_form.js HTTP/1.1" 304 0
C:\Users\USER\xadobaltic\core\models.py changed, reloading.
Performing system checks...

System check identified no issues (0 silenced).
June 15, 2026 - 19:53:19
Django version 5.2, using settings 'xadobaltic.settings'
Starting development server at http://127.0.0.1:8002/
Quit the server with CTRL-BREAK.

WARNING: This is a development server. Do not use it in a production setting. Use a production WSGI or ASGI server instead.
For more information on production servers see: https://docs.djangoproject.com/en/5.2/howto/deployment/
Watching for file changes with StatReloader
C:\Users\USER\xadobaltic\core\admin.py changed, reloading.
Performing system checks...

System check identified no issues (0 silenced).
June 15, 2026 - 20:14:04
